id,CGPA
2309,7.074532491206044
22405,8.436454179891642
23398,5.234054446931687
25059,7.290163411898467
2665,5.490567066342747
8512,7.310203460289956
5149,8.396374083108665
7791,7.234852878337957
11312,6.810003852438388
19044,8.535852819913428
10785,4.523835131937314
22247,5.076940467542412
3269,4.645678626157567
15948,6.774733367269368
14978,4.935056924930669
14475,5.6709275018661485
28695,5.982750654837719
14055,4.56712163646293
26546,4.776339741670076
14981,7.0801437047556615
17637,7.6564954964948875
3932,6.938260162143918
8388,7.294171421576765
8029,5.736658860590233
9483,5.200387165633985
22573,6.850083949221366
15108,8.009200348185095
3674,7.345473945458977
21389,5.266920126293729
5938,5.868923179974061
27034,6.091768518087419
29272,6.460505408490819
21881,6.429242933000095
6509,4.434055715143442
21458,5.738262064461552
20072,8.279340200502368
27013,7.90819850429199
10093,8.639259469613512
22568,4.7274420235948424
12977,8.481343888288578
3814,5.143473428202156
7338,6.99036428796179
24484,4.8813495952414785
19593,5.311008232755005
5122,6.184754342623929
14906,5.294976194041814
8224,6.654493076920433
2869,5.770326141887935
2343,5.250086485644878
8833,6.0637124503393345
7933,8.195973599193774
16558,7.253289722858127
20605,7.0368572002300445
12984,8.101384570785946
3015,8.039661221740158
27332,5.694975559935935
12125,8.688157187688745
3753,5.1162189623897305
27388,8.12863903659837
12336,4.829245469423607
11545,4.6601074609994395
11357,4.725838819723523
2677,7.8440703494392245
28739,7.081746908626981
29996,5.4023908534201945
20748,7.278139382863573
13376,7.245273703501532
17987,5.601188133463767
7886,6.172730313589035
13333,4.51181110290242
9586,5.882550412880273
6333,6.033251576784272
24430,7.137859044123149
18080,7.481746274521102
5202,6.101387741315334
748,7.226836858981361
9761,5.215617602411516
29613,7.679741952629015
19993,7.432046954510209
23190,5.81521585028487
25536,5.505797503120279
17964,6.034053178719931
25247,4.563113626784632
5082,6.791567007918218
9351,5.8681215780384015
10983,4.5911696945327165
23622,7.0079995305463
13236,5.693372356064616
19368,7.961905833981181
1191,8.67853796446083
822,6.4589022046195
15879,6.021227547749378
20498,5.837660704483338
9420,5.756698908981722
28101,5.532250366997044
8893,6.659302688534391
4462,4.937461730737648
25230,5.985957062580357
29986,7.108199772503745
12607,6.848480745350047
25979,7.739862097803482
19133,7.750282922967056
14741,6.228040847149545
12147,7.20920161639685
2745,7.006396326674982
10115,7.5162151577544645
2384,8.430842966342025
9154,5.764714928338318
1407,7.557898458408761
16561,6.626437009172348
19362,7.5715256913149735
10343,6.3025898271658845
27757,8.712205245758533
17615,6.015616334199761
19907,4.4885646467682925
24531,7.8168158836268
27309,4.965517798485733
17789,8.321825103092324
13076,6.866115987934558
22090,6.786757396304261
28574,4.453294161599272
20569,5.260507310808452
17891,8.014811561734712
16838,7.159502296385957
6553,5.735857258654573
19638,4.740267654565396
18295,7.180343946713107
2877,5.786358180601126
2983,4.678544305519609
17411,7.683749962307312
15163,5.596378521849809
2154,7.148279869286724
18701,4.611209742924206
7668,8.188759181772838
15244,4.987161050748541
16858,6.540665602056775
13962,4.758704499085566
218,8.369119617296239
23288,5.387160416642663
2214,4.640869014543609
6581,7.0079995305463
27603,5.809604636735253
19377,7.071326083463406
7540,8.652085100584065
14977,4.922231293960117
10129,7.592367341642122
5706,4.520628724194675
5954,4.515017510645058
539,5.101790127547859
21664,5.635657016697127
21568,8.579139324439044
28983,6.744272493714304
7428,7.044071617650981
20726,7.581946516478548
4182,5.72303162768402
18702,8.182346366287561
15415,4.563113626784632
12155,4.863714352656968
580,8.418818937307133
2169,8.480542286352918
24420,5.408002066969812
251,8.232045686298454
15693,4.552692801621058
9972,4.789165372640629
16181,8.02042277528433
11490,8.104590978528584
9145,6.318621865879076
29433,5.678141919287085
25791,6.886156036326048
5772,8.792365439324488
26747,8.419620539242793
2326,4.559907219041994
15431,4.67694110164829
431,8.22082325919922
10769,4.5791456654978235
2533,5.346278717924026
2458,8.620021023157683
19187,6.469323029783074
27236,7.3959748674055295
22292,6.932648948594302
11213,7.0504844331362575
506,4.641670616479269
23113,7.175534335099149
18780,7.432848556445869
19083,5.184355126920794
17895,6.926236133109025
19007,5.707801190906489
19691,6.60479375690954
27094,5.333453086953472
23180,8.09417015336501
12627,6.551888029156009
3835,8.168719133381348
1331,7.139462247994469
21467,8.506995150229685
23829,5.525837551511768
2542,8.343468355355133
28613,5.121028574003688
21996,4.948684157836882
11900,7.43044375063889
25873,5.326238669532536
26226,5.169926292078921
15806,7.444872585480763
9556,7.662106710044505
7568,4.5278431416156115
3508,5.420827697940364
8835,4.653694645514163
18785,5.995576285808272
29858,7.920222533326884
23588,6.6440722517568584
28268,6.357900360726394
5845,4.696179548104119
26477,7.902587290742373
24199,8.415612529564495
28882,8.42282694698543
4846,4.499787073867527
4986,7.525032779046719
23400,7.977937872694373
25570,8.408398112143558
20263,6.253692109090651
20857,8.771523788997339
26823,8.066114085616924
9318,5.229244835317729
25507,5.947480169668698
14848,8.321825103092324
7843,6.573531281418816
28648,6.031648372912953
29985,8.414009325693176
13049,6.866115987934558
25100,4.97112901203535
14857,5.3807476011573865
25014,6.8805448227764305
10740,5.263713718551091
16095,6.29377220587363
2209,7.608399380355314
18841,5.500186289570662
28273,5.187561534663432
22373,8.135853454019307
2267,5.85128793738955
5227,4.541470374521824
28302,5.678943521222744
21579,8.108598988206882
20123,8.057296464324669
17893,6.102189343250993
20928,5.75990531672436
13023,6.133451818741717
20737,4.780347751348374
27367,8.785151021903552
11741,8.292165831472921
6548,5.2228320198324525
3283,5.133052603038582
15615,5.774334151566232
23662,7.552287244859144
2277,8.545472043141343
26051,4.985557846877222
12355,6.590364922067668
16486,6.739462882100346
19536,4.963112992678754
18674,6.230445652956524
8697,7.50499273065523
22565,7.406395692569103
16380,7.937056173975735
25295,8.090963745622371
28681,6.975935453119918
24992,6.1278406051921
29670,8.543067237334364
5837,7.233249674466638
10236,5.162711874657985
22825,5.712610802520446
280,6.437258952356691
22377,6.086157304537803
25274,6.01641793613542
5161,6.963109822149365
29753,5.930646529019848
3691,4.782752557155352
5916,7.129041422830895
11579,7.912206513970288
18079,8.039661221740158
19537,5.572330463780022
26024,6.234453662634822
29720,8.040462823675817
21740,7.415213313861358
25744,7.655693894559228
20553,6.515815942051328
11703,6.556697640769967
11515,7.832046320404332
9007,6.401988467187671
11743,7.98194588237267
28262,5.332651485017813
16470,8.502987140551387
13677,8.005192338506797
20164,8.229640880491475
16786,7.433650158381528
29323,5.477741435372193
15694,6.069323663888952
17336,6.824432687280261
3736,6.577539291097115
25485,6.032449974848612
3644,8.31621388954271
7199,7.527437584853698
25366,8.065312483681264
24937,7.435253362252848
21306,6.096578129701377
29366,6.300986623294565
21524,5.2957777959774734
21719,5.52263114376913
1838,8.216815249520922
29916,4.956700177193477
10985,8.523027188942876
9304,7.493770303555996
12800,5.940265752247762
1458,7.123430209281278
1093,5.977139441288102
4150,5.391168426320961
11009,6.155896672940185
27069,5.933051334826826
9190,7.250083315115489
4933,4.509406297095441
14466,7.841665543632246
4557,7.39437166353421
11489,5.948281771604358
12075,8.732245294150022
25102,4.434857317079102
16798,7.803990252656247
20071,5.701388375421212
14419,6.688160358218134
28246,8.611203401865428
25390,6.559102446576945
24997,6.757098124684857
17279,7.732647680382545
6482,6.5334511846358385
8021,7.645273069395653
9101,5.969925023867166
17477,4.54948639387842
8590,6.700184387253028
29162,7.744671709417439
24516,5.549885609581555
27275,4.581550471304802
23873,4.687361926811865
29364,8.522225587007217
1504,8.23845850178373
9937,6.441266962034989
10940,8.504590344422706
20295,6.395575651702394
3950,6.423631719450478
6439,7.080945306691321
13620,5.289364980492197
14304,4.719426004238247
22094,8.572726508953767
15949,7.6645115158514825
28190,7.448880595159061
13065,5.784754976729807
13251,6.105395750993632
29167,4.494977462253569
